mass_A
t;x;y
0.000000000E0;4.608715749E-1;2.956102833E0
4.000000000E-2;5.585427571E-1;2.950418210E0
8.000000000E-2;6.842000671E-1;2.943240815E0
1.200000000E-1;8.350759626E-1;2.931955207E0
1.600000000E-1;1.021416789E0;2.931825480E0
2.000000000E-1;1.233490945E0;2.920220845E0
2.400000000E-1;1.468979256E0;2.912716305E0
2.800000000E-1;1.730480360E0;2.908543999E0
3.200000000E-1;2.019430196E0;2.891845931E0
3.600000000E-1;2.344255802E0;2.886899121E0
4.000000000E-1;2.696019424E0;2.872669116E0
4.400000000E-1;3.051338607E0;2.860676397E0
4.800000000E-1;3.436712278E0;2.859345554E0
5.200000000E-1;3.866027207E0;2.856733135E0
5.600000000E-1;4.358936688E0;2.862602450E0
6.000000000E-1;4.842963552E0;2.874952010E0
6.400000000E-1;5.374422063E0;2.871561593E0
6.800000000E-1;5.962128888E0;2.886314264E0
7.200000000E-1;6.543248650E0;2.903446875E0
7.600000000E-1;7.192076514E0;2.920257836E0
8.000000000E-1;7.838910077E0;2.914484431E0
8.400000000E-1;8.532145825E0;2.916348504E0
8.800000000E-1;9.267238623E0;2.921953025E0
9.200000000E-1;1.001372330E1;2.910573282E0
9.600000000E-1;1.080801268E1;2.893217285E0
1.000000000E0;1.161945524E1;2.892744144E0
1.040000000E0;1.245623131E1;2.868486856E0
1.080000000E0;1.374248695E1;3.133887839E0
1.120000000E0;1.525022673E1;3.055245093E0
1.160000000E0;1.648433360E1;2.727335556E0
1.200000000E0;1.720373540E1;5.583947647E-1
1.240000000E0;1.702411491E1;2.888394398E0
1.280000000E0;1.795881205E1;2.883246884E0
1.320000000E0;1.908315221E1;2.458218405E0
1.360000000E0;1.989085647E1;2.922925735E0
1.400000000E0;2.099844769E1;2.368302610E0
1.440000000E0;2.197276726E1;2.455817131E0
1.480000000E0;2.352883194E1;2.964919985E0
1.520000000E0;2.462847657E1;2.979213790E0
1.560000000E0;2.589146611E1;3.065977557E0
1.600000000E0;2.730078070E1;3.128213386E0
1.640000000E0;2.867352201E1;3.078822770E0
1.680000000E0;2.997115225E1;3.049468548E0
1.720000000E0;3.131545015E1;3.048293732E0
1.760000000E0;3.302410682E1;3.157758009E0
1.800000000E0;3.515248782E1;3.075124655E0
1.840000000E0;3.748872430E1;2.538206715E0
1.880000000E0;3.505887710E1;1.561022210E0
1.920000000E0;3.880180137E1;2.824653550E0
1.960000000E0;4.030363647E1;2.596990662E0
2.000000000E0;4.159233749E1;2.348217563E0
2.040000000E0;4.363519544E1;2.977819952E0
2.080000000E0;4.527900067E1;2.844911140E0
2.120000000E0;4.678735680E1;3.138752625E0
2.160000000E0;4.870461951E1;3.138742639E0
2.200000000E0;5.050342456E1;3.029795919E0
2.240000000E0;5.208873841E1;2.860041538E0
2.280000000E0;5.458800373E1;3.481593314E0
2.320000000E0;5.751222816E1;2.893887841E0
2.360000000E0;5.572798821E1;1.745144294E0
2.400000000E0;6.005079091E1;2.846044554E0
2.440000000E0;6.149402745E1;4.712847286E0
2.480000000E0;6.120017370E1;2.992564199E0
