mass_A
t;x;y
0.000000000E0;6.373558081E-1;2.917800837E0
4.000000000E-2;6.438903572E-1;2.918822902E0
8.000000000E-2;6.767037819E-1;2.916265299E0
1.200000000E-1;7.041297522E-1;2.920030591E0
1.600000000E-1;7.573240356E-1;2.918098387E0
2.000000000E-1;8.135908371E-1;2.925070940E0
2.400000000E-1;8.918256925E-1;2.923140855E0
2.800000000E-1;1.001925032E0;2.913018360E0
3.200000000E-1;1.125188160E0;2.914092058E0
3.600000000E-1;1.266625452E0;2.911236740E0
4.000000000E-1;1.431904193E0;2.911716352E0
4.400000000E-1;1.632676736E0;2.910187610E0
4.800000000E-1;1.855331012E0;2.898104014E0
5.200000000E-1;2.103036567E0;2.893635746E0
5.600000000E-1;2.367395482E0;2.894260853E0
6.000000000E-1;2.655747497E0;2.883233577E0
6.400000000E-1;2.988577436E0;2.875866525E0
6.800000000E-1;3.335004740E0;2.879000271E0
7.200000000E-1;3.701847300E0;2.867500864E0
7.600000000E-1;4.097751147E0;2.850155474E0
8.000000000E-1;4.499565049E0;2.851000471E0
8.400000000E-1;4.952179427E0;2.840176560E0
8.800000000E-1;5.438009437E0;2.835914293E0
9.200000000E-1;5.898376771E0;2.831782148E0
9.600000000E-1;6.408945698E0;2.826940185E0
1.000000000E0;6.940299761E0;2.830251045E0
1.040000000E0;7.535277036E0;2.834106023E0
1.080000000E0;8.153855681E0;2.830676942E0
1.120000000E0;8.748538656E0;2.843618009E0
1.160000000E0;9.388919073E0;2.841193677E0
1.200000000E0;1.006096275E1;2.808998532E0
1.240000000E0;1.074009626E1;2.785201922E0
1.280000000E0;1.141140554E1;2.758196537E0
1.320000000E0;1.208312506E1;2.773343932E0
1.360000000E0;1.286291721E1;2.792502894E0
1.400000000E0;1.368454045E1;2.758659996E0
1.440000000E0;1.444556163E1;2.751181089E0
1.480000000E0;1.524527687E1;2.745023388E0
1.520000000E0;1.611832346E1;2.747705363E0
1.560000000E0;1.694271508E1;2.738955545E0
1.600000000E0;1.780900794E1;2.735161825E0
1.640000000E0;1.878939535E1;2.851503775E0
1.680000000E0;1.989883437E1;2.885927259E0
1.720000000E0;2.091828590E1;2.818346798E0
1.760000000E0;2.003283255E1;2.400025072E0
1.800000000E0;2.178310473E1;2.932063360E0
1.840000000E0;2.387471829E1;2.929447267E0
1.880000000E0;2.492592537E1;2.950466991E0
1.920000000E0;2.597786170E1;2.955759244E0
1.960000000E0;2.558567302E1;3.458176357E0
2.000000000E0;2.745143478E1;4.060504562E0
2.040000000E0;2.956272028E1;4.341325098E0
2.080000000E0;3.285821503E1;2.612904852E0
2.120000000E0;3.216954704E1;2.857313731E0
2.160000000E0;3.340526102E1;2.773303333E0
2.200000000E0;3.494306812E1;1.798091849E0
2.240000000E0;3.598582199E1;2.934782306E0
2.280000000E0;3.694975983E1;2.193094628E0
2.320000000E0;3.685351460E1;2.747855486E0
2.360000000E0;3.800176421E1;2.689081583E0
2.400000000E0;4.032466700E1;3.207445907E0
2.440000000E0;4.149021360E1;2.678914393E0
2.480000000E0;4.259102902E1;3.259004887E0
2.520000000E0;4.460728311E1;4.111109234E0
2.560000000E0;4.909556747E1;3.348043139E0
2.600000000E0;4.869327524E1;2.920219033E0
2.640000000E0;4.981017364E1;2.495692760E0
2.680000000E0;5.020855329E1;2.699313287E0
2.720000000E0;5.335651963E1;2.753411260E0
2.760000000E0;5.484474504E1;2.917092323E0
2.800000000E0;5.609055484E1;1.097095217E0
2.840000000E0;5.748555936E1;3.227072952E0
